,url,label,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
90,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl,0,0.778,0.695,4.0,-6.865,0.0,0.0913,0.175,0.0,0.15,0.472,149.996,132780.0,4.0
91,https://open.spotify.com/track/0BLY78hYpsH9NqP6X0N8CX,0,0.622,0.736,8.0,-6.219,1.0,0.0444,0.0156,0.0,0.112,0.432,97.006,206587.0,4.0
92,https://open.spotify.com/track/0BRbI3ZMPXuj9yA7ChDGOW,0,0.804,0.803,1.0,-4.673,1.0,0.346,0.409,0.786,0.119,0.339,125.0,141374.0,4.0
93,https://open.spotify.com/track/0BSPhsCKfwENstErymcD80,0,0.624,0.803,9.0,-5.107,0.0,0.218,0.0453,0.0,0.318,0.172,92.401,250760.0,4.0
94,https://open.spotify.com/track/0BiK5BbYNFLb88CCOxBFJe,0,0.386,0.762,9.0,-6.341,1.0,0.564,0.122,0.0,0.527,0.433,170.691,138312.0,4.0
95,https://open.spotify.com/track/0BjEQJZy4rfUNpKHiaYirL,0,0.638,0.912,1.0,-3.3,1.0,0.474,0.0155,0.0,0.234,0.725,190.178,152464.0,4.0
96,https://open.spotify.com/track/0BnTBAGmr9FtYwkZrwKhwS,0,0.639,0.859,9.0,-2.758,0.0,0.147,0.135,0.0,0.129,0.566,93.132,221379.0,4.0
97,https://open.spotify.com/track/0CALOqrkXAE7WB2nyIATLk,0,0.628,0.751,1.0,-7.041,0.0,0.0991,0.0105,0.0,0.119,0.44,159.965,222013.0,3.0
98,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ,0,0.572,0.691,8.0,-4.783,0.0,0.123,0.0788,0.000132,0.0593,0.318,92.082,212040.0,4.0
99,https://open.spotify.com/track/0CBQ0m3mufWH75LTYB3s6h,0,0.902,0.819,1.0,-3.321,1.0,0.316,0.041,0.0,0.106,0.745,89.0,186872.0,4.0
100,https://open.spotify.com/track/0CJgUQ8UemK2htS73Ye5U8,0,0.819,0.819,6.0,-5.531,0.0,0.176,0.106,0.0,0.108,0.736,160.005,133018.0,4.0
101,https://open.spotify.com/track/0CLnkxpa3M4eA3HeGaERat,0,0.794,0.537,7.0,-6.865,1.0,0.169,0.079,4.98e-06,0.227,0.418,92.022,209680.0,4.0
102,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA,0,0.6,0.535,4.0,-7.043,1.0,0.107,0.648,4.7e-06,0.162,0.269,71.912,225133.0,4.0
103,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,0,0.779,0.787,10.0,-4.305,0.0,0.108,0.0524,0.0,0.14,0.708,124.982,204347.0,4.0
104,https://open.spotify.com/track/0CokSRCu5hZgPxcZBaEzVE,0,0.731,0.794,0.0,-5.126,0.0,0.0522,0.0323,2.59e-05,0.112,0.356,139.994,220454.0,4.0
105,https://open.spotify.com/track/0D8ZpOXVjapLXrjz5VfZSD,0,0.381,0.379,4.0,-9.36,0.0,0.0501,0.292,2.79e-06,0.0864,0.153,175.067,221596.0,3.0
106,https://open.spotify.com/track/0DAmSYQW9kq9gQNDI002KP,0,0.405,0.152,0.0,-13.901,1.0,0.0395,0.979,9.07e-05,0.104,0.383,61.34,245040.0,4.0
107,https://open.spotify.com/track/0DJBgBiYeSn6n1AXAkFVE8,0,0.601,0.583,8.0,-5.725,0.0,0.263,0.144,9.73e-05,0.183,0.32,148.785,208760.0,4.0
108,https://open.spotify.com/track/0DKen77OXbPxnoPwH2MH63,0,0.531,0.863,8.0,-4.082,1.0,0.114,0.121,0.0,0.123,0.584,120.055,172000.0,4.0
109,https://open.spotify.com/track/0DMVrlMUn01M0IcpDbwgu7,0,0.691,0.736,5.0,-6.974,1.0,0.0326,0.00955,1.88e-05,0.101,0.612,125.089,220520.0,4.0
110,https://open.spotify.com/track/0DYNL4xbYWgNzppUamtyR4,0,0.721,0.632,5.0,-6.695,0.0,0.0358,0.0693,0.0,0.291,0.296,92.057,144860.0,4.0
111,https://open.spotify.com/track/0DZJACISivjWjscIp5Kg1q,0,0.493,0.665,2.0,-6.427,0.0,0.366,0.0107,0.0,0.0762,0.385,179.982,171227.0,4.0
112,https://open.spotify.com/track/0Dfctnkk9xIikDKJ06uwzo,0,0.828,0.577,6.0,-7.656,0.0,0.158,0.599,0.0,0.0814,0.587,86.339,163493.0,4.0
113,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,0,0.795,0.496,0.0,-5.883,1.0,0.0722,0.108,0.0,0.0645,0.874,94.01,183000.0,4.0
114,https://open.spotify.com/track/0DiWol3AO6WpXZgp0goxAV,0,0.613,0.697,2.0,-8.618,1.0,0.133,0.0194,0.0,0.332,0.476,122.746,320357.0,4.0
115,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q,0,0.669,0.574,4.0,-6.442,0.0,0.0286,0.0175,0.00294,0.146,0.273,120.013,196400.0,4.0
116,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c,0,0.841,0.622,0.0,-6.763,1.0,0.0756,0.041,0.0,0.126,0.738,121.988,164147.0,4.0
117,https://open.spotify.com/track/0DuWDLjriRPjDRoPgaCslY,0,0.331,0.341,9.0,-6.057,0.0,0.0309,0.528,0.0,0.109,0.152,109.821,285935.0,4.0
118,https://open.spotify.com/track/0DwVfCYLrVXgvejYbWwZAd,0,0.544,0.888,6.0,-5.003,0.0,0.116,0.00311,7.8e-06,0.076,0.746,171.69,95318.0,4.0
119,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,0,0.641,0.324,11.0,-5.851,1.0,0.0299,0.698,0.0,0.328,0.273,110.184,185487.0,4.0
120,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj,0,0.705,0.784,2.0,-6.477,1.0,0.271,0.0133,0.0,0.168,0.377,160.035,264853.0,4.0
121,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,0,0.694,0.77,6.0,-5.335,1.0,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560.0,4.0
122,https://open.spotify.com/track/0EKbMWOt2ZwdEcqgRpLHaC,0,0.748,0.802,5.0,-6.271,1.0,0.113,0.595,0.000678,0.113,0.874,159.984,156078.0,4.0
123,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e,0,0.571,0.693,6.0,-8.234,0.0,0.0545,0.00536,0.0,0.173,0.393,168.169,232253.0,4.0
124,https://open.spotify.com/track/0EwS8XJQspgrj1zSUXhFkl,0,0.901,0.598,1.0,-6.934,1.0,0.17,0.0192,0.0,0.0791,0.355,117.9,132331.0,4.0
125,https://open.spotify.com/track/0F3kMN9OPXr0b5metJq2M1,0,0.412,0.254,2.0,-14.713,1.0,0.0481,0.967,0.00408,0.105,0.217,149.899,186309.0,4.0
126,https://open.spotify.com/track/0F7FA14euOIX8KcbEturGH,0,0.907,0.53,1.0,-6.112,1.0,0.127,0.0578,2.23e-06,0.101,0.507,135.998,113000.0,4.0
127,https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X,0,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,4.0
128,https://open.spotify.com/track/0FFsgUoFibYISzMxuGS61W,0,0.683,0.615,5.0,-5.737,1.0,0.0966,0.222,8.25e-06,0.154,0.45,77.014,188893.0,4.0
129,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,0,0.861,0.603,8.0,-5.788,0.0,0.176,0.0521,0.0,0.0924,0.504,98.043,228760.0,4.0
130,https://open.spotify.com/track/0FerZPepEX2Q1UaVeMOlMx,0,0.504,0.352,1.0,-11.99,1.0,0.0615,0.518,0.0,0.105,0.229,83.259,195402.0,4.0
131,https://open.spotify.com/track/0FfqyjhB6Kspvit1oOo7ax,0,0.654,0.303,5.0,-13.943,0.0,0.126,0.755,0.159,0.0957,0.168,160.095,151537.0,4.0
132,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud,0,0.85,0.785,8.0,-4.963,0.0,0.345,0.0367,0.0,0.155,0.718,145.063,343099.0,4.0
133,https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW,0,0.766,0.74,1.0,-10.363,1.0,0.0807,0.0193,0.0784,0.229,0.183,118.008,296520.0,4.0
134,https://open.spotify.com/track/0FuTx2s3YH1ppmtiM6l0zI,0,0.623,0.654,0.0,-5.675,0.0,0.0372,0.0545,0.0,0.0838,0.401,95.921,220291.0,4.0
135,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS,0,0.812,0.522,2.0,-5.287,1.0,0.257,0.0433,0.0,0.154,0.38,75.524,142907.0,4.0
136,https://open.spotify.com/track/0G8vkaLZDMUXw9N2DjK0aA,0,0.725,0.779,9.0,-6.363,0.0,0.0512,0.0715,0.0,0.0852,0.546,144.013,219684.0,4.0
137,https://open.spotify.com/track/0GAyuCo975IHGxxiLKDufB,0,0.583,0.625,1.0,-8.011,1.0,0.277,0.506,0.0,0.196,0.516,89.812,266291.0,4.0
138,https://open.spotify.com/track/0GGfGINoVYiSFXPOjg3RHj,0,0.821,0.412,7.0,-7.795,1.0,0.0341,0.625,1.64e-05,0.0985,0.333,109.977,209454.0,4.0
139,https://open.spotify.com/track/0GH8B1QWsjpmNqUbvej0bc,0,0.805,0.567,10.0,-4.639,0.0,0.148,0.158,0.0,0.0883,0.751,95.027,151641.0,4.0
140,https://open.spotify.com/track/0GQ5bFTVFFKpwNPc7KwQnB,0,0.68,0.82,4.0,-4.197,0.0,0.151,0.0614,0.0,0.597,0.243,140.033,234653.0,4.0
141,https://open.spotify.com/track/0GSguwVydcDTrHPoQsS8FU,0,0.522,0.944,2.0,-5.731,0.0,0.0936,6.11e-06,0.482,0.135,0.236,124.029,261573.0,4.0
142,https://open.spotify.com/track/0GVuLQtPXFaL18ijEOqoAa,0,0.351,0.331,9.0,-10.316,1.0,0.0382,0.3,9.14e-06,0.0919,0.191,161.564,234360.0,3.0
143,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,0,0.277,0.394,8.0,-8.903,1.0,0.0336,0.423,0.0,0.0952,0.227,86.777,207787.0,3.0
144,https://open.spotify.com/track/0GxbglYySl18aZDIaGu1RU,0,0.551,0.953,0.0,-4.695,1.0,0.17,0.0106,0.474,0.118,0.176,128.462,144109.0,4.0
145,https://open.spotify.com/track/0GzuHFG4Ql6DoyxFRnIk3F,0,0.766,0.788,6.0,-3.128,0.0,0.312,0.105,5.81e-06,0.142,0.609,179.984,200482.0,4.0
146,https://open.spotify.com/track/0H4ugk6rhnXmTl47ayy9O5,0,0.65,0.827,8.0,-4.014,1.0,0.0599,0.0229,0.0,0.121,0.223,144.995,225668.0,4.0
